vehicle_type,fuel_capacity_liters,current_fuel_liters,avg_mileage_kmpl,daily_travel_km,days_since_last_refill,historical_avg_refill_gap_days,highway_ratio,fuel_exhaustion_days
sedan,50.6,1.7,18.6,5.0,1,4,0.38,6.2
sedan,48.9,11.7,16.3,117.8,21,18,0.85,1.89
sedan,48.6,30.5,15.1,37.2,29,20,0.22,13.49
suv,72.7,70.2,14.9,30.1,2,16,0.09,37.69
sedan,38.9,4.5,15.3,49.7,7,14,0.14,1.41
motorcycle,12.5,8.8,41.6,77.7,27,8,0.25,4.84
truck,85.9,49.6,6.3,34.5,9,7,0.07,9.19
suv,60.4,59.2,10.8,58.0,28,16,0.95,13.35
hatchback,44.3,11.0,20.2,107.0,5,4,0.98,2.53
hatchback,31.5,14.4,23.8,48.7,28,3,0.03,7.22
truck,83.0,2.7,5.2,107.6,21,18,0.11,0.13
suv,51.6,41.7,14.5,18.9,26,20,0.53,35.34
sedan,48.5,25.2,21.4,50.8,17,5,0.33,11.66
sedan,52.1,26.4,15.5,67.6,9,17,0.01,6.29
motorcycle,17.1,14.3,57.8,52.4,19,13,0.07,14.77
motorcycle,10.6,2.2,43.5,29.3,22,15,0.65,3.84
sedan,43.2,8.1,12.7,32.2,19,7,0.62,3.23
hatchback,41.9,14.9,17.9,98.9,11,7,0.12,3.07
hatchback,39.0,28.1,14.6,54.2,10,19,0.73,8.68
motorcycle,17.3,16.3,37.1,36.1,4,9,0.59,18.65
truck,70.2,45.9,9.3,35.5,24,8,0.06,10.65
sedan,54.9,29.2,17.4,46.1,27,17,0.47,11.34
motorcycle,19.3,6.3,43.1,45.3,18,6,0.19,5.95
motorcycle,11.9,8.6,42.2,94.9,29,13,0.07,4.04
sedan,44.6,40.7,20.2,118.2,10,14,0.84,8.06
sedan,44.6,29.0,19.9,108.0,24,6,0.15,5.59
hatchback,39.1,36.1,16.5,32.6,22,12,0.83,22.39
truck,103.7,16.4,7.4,70.0,2,7,0.93,1.95
truck,79.6,31.2,5.5,90.0,23,12,0.5,2.2
sedan,49.0,38.0,15.9,81.3,22,16,0.3,8.32
suv,51.8,42.5,12.5,102.5,17,7,0.54,6.13
motorcycle,10.4,7.0,45.5,30.3,29,5,0.32,10.57
motorcycle,19.3,6.8,35.8,60.0,7,4,0.04,4.09
sedan,48.5,47.0,18.6,30.8,11,17,0.98,34.51
suv,62.0,47.9,14.9,44.2,9,6,0.55,16.6
hatchback,34.2,10.0,19.4,22.7,19,9,0.74,10.4
sedan,44.6,3.7,21.5,103.0,16,7,0.16,0.85
sedan,51.5,22.7,15.9,81.5,9,13,0.9,5.45
motorcycle,12.4,10.1,53.2,39.1,8,10,0.41,13.53
sedan,39.9,13.0,15.9,40.5,14,7,0.02,5.31
sedan,41.0,37.8,19.1,38.3,3,12,0.66,20.31
sedan,37.4,22.9,21.8,38.6,3,15,1.0,14.21
motorcycle,16.7,14.3,35.1,57.0,4,6,0.86,10.72
hatchback,36.3,13.0,20.0,30.2,24,11,0.41,9.21
hatchback,37.8,31.1,22.5,32.1,23,19,0.79,25.1
sedan,44.4,35.9,18.1,100.6,16,11,0.2,6.76
motorcycle,15.6,6.7,49.0,113.9,2,3,0.12,2.86
hatchback,30.5,11.7,17.4,54.5,3,7,0.7,3.94
hatchback,38.8,16.0,22.8,17.6,10,9,0.13,19.67
hatchback,38.1,27.5,15.7,86.0,10,15,0.62,5.1
motorcycle,11.1,8.4,41.5,15.0,16,13,0.28,24.6
motorcycle,14.3,3.4,58.9,17.4,25,8,0.84,14.5
sedan,48.4,11.1,15.4,64.0,26,16,0.39,2.81
truck,78.1,4.0,6.0,17.2,15,15,0.72,1.74
hatchback,38.7,2.0,24.0,8.9,12,16,0.11,5.83
truck,65.8,52.4,8.0,97.1,2,10,0.09,4.06
motorcycle,14.5,11.7,43.4,114.8,26,19,0.25,4.54
motorcycle,19.3,5.2,52.4,12.1,20,10,0.67,26.37
motorcycle,16.3,7.2,35.8,80.6,10,8,0.83,3.77
truck,74.8,39.7,9.2,46.7,26,12,0.63,8.7
motorcycle,11.5,7.3,44.3,5.5,22,4,0.35,60.87
sedan,40.2,9.7,13.6,119.9,2,16,0.41,1.21
motorcycle,13.7,12.4,52.5,31.2,22,17,0.92,25.8
suv,64.9,47.9,15.8,84.4,9,10,0.29,9.42
truck,69.8,4.2,6.6,113.7,19,16,0.44,0.29
suv,64.5,58.1,12.7,106.3,24,18,0.2,7.29
motorcycle,16.7,3.5,49.4,49.0,4,15,0.67,4.35
sedan,46.8,30.7,21.7,85.6,1,15,0.4,8.25
hatchback,40.5,12.6,15.5,19.9,21,19,0.33,11.03
motorcycle,12.8,8.0,30.8,33.3,16,5,0.71,8.93
sedan,41.7,13.1,12.3,114.4,18,3,0.38,1.53
truck,115.9,27.4,7.2,90.9,17,9,0.58,2.44
suv,56.9,31.3,13.7,80.2,19,17,0.04,5.69
suv,57.6,56.7,9.5,58.4,10,4,0.88,11.01
suv,68.1,59.1,10.1,54.5,25,12,0.33,11.79
truck,112.3,41.4,7.5,40.5,13,9,0.89,8.69
sedan,54.6,10.6,21.1,42.3,9,8,0.46,6.0
truck,104.2,17.1,6.9,16.5,14,4,0.3,7.93
suv,77.0,9.1,15.1,27.7,2,11,0.73,5.84
motorcycle,10.1,3.0,44.8,53.3,18,5,0.36,2.69
hatchback,44.5,33.1,22.3,17.1,21,7,0.14,45.97
truck,77.9,49.0,10.1,9.5,4,13,0.85,57.86
truck,118.7,29.7,9.3,102.4,13,8,0.09,2.97
sedan,48.9,13.4,15.6,61.2,17,9,0.11,3.42
sedan,36.2,33.6,15.2,25.4,26,10,0.79,22.67
truck,105.2,75.9,5.4,94.9,19,19,0.65,4.78
suv,64.3,61.1,12.7,16.8,14,5,0.74,54.18
hatchback,43.2,18.9,18.1,40.0,14,7,0.99,10.41
sedan,48.1,20.7,16.8,107.5,16,14,0.43,3.32
suv,69.8,27.6,16.0,27.5,6,15,0.19,14.51
motorcycle,16.7,1.9,49.8,45.8,19,8,0.85,2.34
sedan,43.0,42.7,12.5,95.7,26,6,0.43,6.08
suv,52.5,32.8,9.9,88.4,5,8,0.75,3.95
suv,72.5,15.1,8.0,47.1,1,20,0.42,2.63
hatchback,36.7,24.9,20.2,112.8,14,10,0.21,4.38
hatchback,41.3,6.7,18.9,53.5,21,11,0.95,2.75
motorcycle,18.1,9.9,43.6,86.7,27,15,0.97,5.72
suv,67.5,32.0,12.3,98.0,23,13,0.65,4.56
suv,61.4,42.8,13.3,6.6,18,5,0.7,99.92
hatchback,39.5,22.8,17.3,88.7,12,12,0.16,4.6
sedan,45.5,38.7,18.4,13.6,20,9,0.38,57.79
sedan,46.4,21.4,20.7,106.1,27,20,0.16,4.41
truck,76.7,5.8,10.4,101.1,18,8,0.07,0.6
hatchback,39.8,8.1,22.5,36.5,22,15,0.43,5.78
truck,62.4,51.4,6.0,46.2,25,3,0.9,8.06
hatchback,30.3,17.4,20.4,41.4,19,7,0.49,9.35
motorcycle,17.7,15.1,41.6,76.0,10,12,0.55,8.55
suv,79.3,25.5,12.8,92.7,9,13,0.2,3.55
motorcycle,12.5,9.3,38.4,63.8,6,17,0.05,5.71
hatchback,42.2,3.7,15.3,18.7,4,7,0.4,3.37
suv,77.8,60.1,15.9,96.4,5,11,0.96,13.49
sedan,54.7,7.6,21.0,81.4,10,12,0.73,2.22
sedan,36.5,18.1,15.0,53.0,25,16,0.21,5.49
truck,81.4,63.9,9.5,42.5,24,8,0.77,15.28
hatchback,30.0,24.3,22.2,85.2,6,20,0.59,7.26
hatchback,42.3,17.1,16.0,72.6,24,19,0.09,3.31
sedan,39.4,12.6,13.6,54.0,3,20,0.89,3.92
motorcycle,11.6,10.4,55.9,56.9,19,9,0.46,11.08
suv,68.9,3.4,8.6,14.4,8,4,0.23,2.21
motorcycle,17.5,3.8,37.4,54.6,0,8,0.55,3.04
motorcycle,10.8,2.7,44.1,107.5,6,7,0.84,1.25
sedan,45.4,35.9,15.3,98.7,4,4,0.82,6.28
sedan,40.9,21.3,13.3,49.3,8,9,0.26,5.8
sedan,49.1,42.1,12.2,70.1,2,10,0.09,7.85
truck,108.8,52.1,11.0,24.2,23,20,0.13,25.39
motorcycle,18.0,4.9,34.7,76.7,13,14,0.04,2.29
hatchback,33.1,8.5,22.1,62.7,17,8,0.01,3.27
suv,60.7,10.1,14.4,66.3,23,17,0.21,2.23
truck,105.7,22.8,9.1,85.5,27,20,0.74,2.63
hatchback,33.3,17.9,21.1,74.3,23,17,0.94,6.19
motorcycle,15.6,12.6,52.3,81.0,15,6,0.08,8.28
sedan,46.6,42.6,18.0,32.1,10,5,0.53,26.92
motorcycle,17.9,10.1,39.8,43.9,17,5,0.75,9.38
suv,77.7,53.4,9.5,40.5,21,18,0.93,15.98
truck,117.7,18.8,11.0,53.4,29,13,0.29,3.92
truck,80.0,3.1,11.8,98.5,7,18,1.0,0.47
suv,52.0,20.9,13.4,17.2,7,19,0.3,17.53
hatchback,44.5,13.6,16.1,66.7,29,15,0.33,3.49
hatchback,34.2,12.8,14.4,106.5,6,11,0.25,1.82
truck,108.2,86.4,7.3,85.2,24,20,0.55,7.81
truck,96.8,48.0,10.1,69.5,9,8,0.44,7.08
sedan,44.8,30.3,14.2,49.4,17,13,0.03,9.65
hatchback,44.5,39.2,16.8,63.3,5,9,0.24,10.19
suv,73.2,9.9,10.1,113.6,13,13,0.78,1.04
hatchback,31.8,16.9,18.4,40.8,15,9,0.22,8.19
sedan,36.2,33.6,21.8,70.2,17,12,0.23,10.91
truck,108.7,71.5,9.5,7.0,0,5,0.13,94.57
truck,103.6,78.9,10.1,118.8,15,11,0.68,7.46
sedan,44.8,10.4,21.1,87.4,13,20,0.66,2.66
suv,73.6,43.2,14.7,35.3,12,11,0.93,22.49
truck,88.0,33.8,8.9,18.9,16,12,0.46,18.44
motorcycle,15.4,10.1,58.7,80.0,8,16,0.56,7.98
truck,68.0,39.8,7.8,96.9,26,16,0.88,3.81
motorcycle,19.7,3.8,41.8,81.5,29,13,0.79,2.12
sedan,54.4,14.7,16.2,27.6,11,4,0.68,9.84
sedan,54.0,16.1,12.8,100.0,12,16,0.58,2.31
truck,76.7,70.3,8.2,108.3,5,9,0.39,5.51
hatchback,44.2,9.7,19.8,49.7,10,5,0.18,3.88
motorcycle,13.2,1.7,51.0,36.7,18,11,0.11,2.48
suv,67.7,49.6,8.6,7.6,23,8,0.79,65.96
truck,99.4,33.7,8.6,116.0,25,14,0.62,2.77
suv,54.1,3.3,8.1,42.3,19,9,0.8,0.72
truck,68.0,22.6,7.8,113.1,4,17,0.86,1.82
hatchback,40.9,34.5,18.9,8.9,5,9,0.37,73.75
hatchback,37.4,25.1,21.3,94.3,3,9,0.12,5.2
hatchback,42.6,17.1,19.3,54.9,8,8,0.41,6.61
hatchback,39.0,14.8,15.7,73.2,18,15,0.31,3.28
sedan,35.5,8.4,18.8,118.7,26,4,0.31,1.4
sedan,43.1,39.8,12.8,94.4,9,3,0.81,6.14
motorcycle,15.1,1.6,58.4,14.5,13,12,0.88,7.62
suv,74.7,73.7,13.8,37.0,25,14,0.71,30.12
truck,102.0,87.3,5.6,17.5,27,15,0.95,34.17
truck,116.3,105.1,11.4,108.3,19,18,0.69,12.56
sedan,35.5,5.6,13.3,7.7,0,11,0.92,10.73
truck,107.6,53.1,6.0,106.7,6,5,0.99,3.78
sedan,37.1,16.0,14.4,114.7,13,18,0.95,2.33
motorcycle,17.2,1.7,44.6,96.6,5,18,0.19,0.79
suv,64.6,59.6,12.9,88.0,10,3,0.19,9.17
motorcycle,12.8,7.4,51.2,89.5,29,18,0.75,4.46
hatchback,40.1,1.5,14.6,79.3,0,19,0.87,0.31
hatchback,42.3,16.8,20.5,89.8,4,7,0.51,4.15
hatchback,43.4,38.3,21.5,92.7,14,17,0.07,9.5
motorcycle,13.8,11.6,49.7,63.6,2,3,0.05,9.0
truck,101.3,63.3,8.1,32.6,2,6,0.87,17.62
suv,50.6,47.8,10.6,51.5,19,7,0.53,10.04
hatchback,38.5,7.6,19.0,110.6,12,19,0.26,1.37
hatchback,38.6,2.6,20.1,65.2,2,3,0.03,0.8
hatchback,41.7,22.2,17.7,116.0,4,12,0.59,3.72
suv,64.3,43.9,10.6,101.6,3,5,0.3,4.68
hatchback,39.8,6.3,20.8,11.8,4,20,0.77,13.39
suv,71.3,37.5,15.8,84.9,25,19,0.41,7.68
hatchback,43.5,13.6,14.1,27.6,4,17,0.62,7.58
motorcycle,17.6,4.4,55.2,115.6,6,17,0.09,2.17
motorcycle,13.0,9.6,49.7,26.6,12,4,0.66,19.19
suv,75.3,73.7,9.6,71.4,7,4,0.71,12.13
motorcycle,14.1,3.5,52.6,98.2,4,15,0.01,1.82
suv,58.7,38.1,10.4,33.3,23,12,0.88,13.9
motorcycle,12.4,4.0,33.8,99.2,27,3,0.33,1.43
motorcycle,13.4,1.5,43.1,74.2,24,5,0.63,0.97
suv,68.7,26.3,9.1,56.4,6,5,0.72,4.72
truck,74.5,42.5,9.0,30.1,26,20,0.22,13.75
motorcycle,16.4,3.1,58.6,73.2,17,17,0.34,2.71
hatchback,44.3,16.6,22.8,22.1,21,15,0.38,17.21
truck,87.8,63.3,10.0,60.2,24,3,0.92,13.79
suv,59.6,57.2,12.9,5.6,24,16,0.36,151.21
truck,61.9,27.3,10.4,62.9,29,8,0.64,4.83
sedan,42.4,1.2,13.5,114.3,24,19,0.42,0.16
sedan,52.5,28.0,12.4,30.7,12,18,0.7,13.12
motorcycle,10.2,9.1,53.7,27.5,27,12,0.32,17.05
motorcycle,16.9,14.0,52.2,110.5,3,14,0.99,7.69
hatchback,39.5,29.2,19.3,13.5,18,14,0.41,43.08
truck,73.5,2.4,6.7,85.5,29,5,0.09,0.21
sedan,40.5,23.5,19.2,101.3,9,7,0.79,5.29
motorcycle,18.2,6.3,42.7,86.3,14,20,0.49,3.28
truck,107.6,13.4,10.0,21.7,15,17,0.8,7.87
motorcycle,15.2,2.3,47.5,109.9,19,12,0.32,0.97
motorcycle,19.4,7.9,49.7,30.8,3,19,0.3,13.2
sedan,37.3,10.3,15.9,11.0,0,10,0.07,15.08
sedan,45.0,38.9,21.0,100.7,16,20,0.93,9.59
motorcycle,15.8,5.3,51.1,48.1,18,17,0.9,6.15
suv,67.3,47.4,10.5,83.8,17,12,0.63,6.51
motorcycle,16.3,5.3,49.1,48.8,24,5,0.29,5.97
motorcycle,12.5,8.8,57.0,45.3,25,4,0.32,11.41
hatchback,40.9,33.7,19.9,42.1,11,16,0.12,16.46
hatchback,30.4,20.5,18.5,116.8,24,20,0.17,3.46
hatchback,40.8,20.3,15.9,85.4,22,12,1.0,4.57
suv,78.6,64.4,13.5,101.4,21,14,0.68,10.74
suv,55.7,55.0,12.7,98.6,28,4,0.81,8.16
motorcycle,10.4,1.1,40.6,27.4,2,20,0.82,1.87
hatchback,32.4,25.5,20.8,42.5,21,4,0.53,13.54
suv,51.2,35.2,11.6,105.5,6,4,0.36,4.47
sedan,49.5,25.0,14.0,53.3,18,9,0.0,6.32
motorcycle,10.0,8.1,32.3,56.6,14,13,0.35,4.78
truck,73.3,56.7,9.9,46.5,21,16,0.0,12.17
motorcycle,15.1,7.1,54.8,62.9,29,15,0.16,6.19
truck,109.2,63.4,5.6,79.6,5,5,0.81,5.23
hatchback,41.0,3.3,19.6,91.9,8,20,0.47,0.8
truck,63.5,30.7,5.2,75.5,4,20,0.64,2.45
hatchback,31.3,24.1,15.8,32.2,15,14,0.95,14.67
sedan,45.4,35.7,14.7,22.6,6,7,0.25,24.25
truck,111.1,86.1,9.3,102.8,5,18,0.8,9.09
motorcycle,16.2,3.4,55.6,77.1,7,17,0.77,2.77
hatchback,32.6,3.9,16.4,57.8,25,5,0.19,1.14
motorcycle,15.2,2.6,58.9,63.3,25,13,0.42,2.55
suv,79.0,21.7,13.5,15.5,25,16,0.66,21.11
hatchback,41.7,25.7,14.7,54.4,10,9,0.49,8.08
truck,74.8,15.9,11.7,114.2,15,8,0.57,1.78
hatchback,31.7,28.0,15.5,22.9,1,10,0.65,21.66
motorcycle,10.6,2.1,43.0,48.6,7,13,0.97,2.18
sedan,38.8,36.8,18.9,52.0,6,4,0.18,13.59
hatchback,32.5,12.4,20.5,98.5,26,13,0.28,2.55
truck,106.8,41.3,10.7,119.2,19,9,0.66,4.07
suv,72.1,70.5,8.5,5.7,13,9,0.55,115.68
sedan,54.8,43.7,15.8,71.2,15,20,0.74,12.16
suv,72.4,10.5,9.6,84.2,1,20,0.41,1.35
hatchback,44.7,10.4,18.2,48.5,2,16,0.25,4.37
motorcycle,12.2,7.8,53.9,97.7,16,15,0.2,4.95
motorcycle,16.7,14.5,45.6,86.4,9,7,0.04,7.81
truck,76.3,38.4,5.2,44.0,29,4,0.52,5.12
motorcycle,12.1,9.6,39.0,71.7,26,20,0.72,6.39
sedan,46.3,23.0,17.4,60.7,29,6,0.25,6.93
motorcycle,16.2,11.8,56.8,43.2,9,13,0.95,17.17
truck,107.5,33.4,6.2,67.6,19,19,0.83,3.84
hatchback,36.9,30.2,17.1,71.2,25,10,0.39,7.67
hatchback,42.2,12.7,14.3,17.6,13,20,0.7,12.04
motorcycle,13.5,6.9,42.1,113.9,18,8,0.37,2.91
suv,77.7,68.6,10.3,57.3,27,14,0.44,14.13
hatchback,43.5,16.2,18.8,109.0,29,14,0.24,2.76
motorcycle,19.1,19.1,53.2,60.7,0,11,0.39,16.83
truck,98.0,59.8,8.4,113.6,24,20,0.41,5.01
motorcycle,10.1,3.6,35.7,24.2,28,5,0.81,6.54
hatchback,31.2,24.8,18.9,5.6,9,9,0.19,86.23
truck,69.6,18.6,8.5,7.3,14,4,0.04,23.63
motorcycle,11.0,6.2,47.7,88.9,10,6,0.5,3.69
sedan,36.4,12.5,12.9,118.7,3,20,0.64,1.65
truck,77.1,50.7,6.5,95.3,16,15,0.92,4.04
sedan,36.8,5.1,21.0,56.3,17,10,0.14,1.86
suv,50.7,45.3,12.6,7.3,2,9,0.39,82.23
truck,97.2,43.0,7.8,31.7,25,13,0.85,12.56
sedan,41.5,28.6,21.5,70.0,22,12,0.27,9.35
hatchback,40.0,17.6,22.5,87.1,17,7,0.6,5.21
hatchback,36.5,1.2,22.1,19.1,14,5,0.73,1.61
suv,79.2,46.3,10.6,42.0,26,9,0.43,12.81
truck,85.6,16.7,10.5,19.9,25,5,0.59,9.61
truck,77.1,56.4,8.4,20.2,14,10,0.73,24.38
truck,74.2,11.1,8.5,97.3,26,17,0.28,1.01
suv,68.5,65.5,14.7,12.1,16,6,0.95,95.82
truck,119.2,28.8,9.7,101.8,12,20,0.19,2.85
hatchback,43.5,39.4,15.3,28.5,19,3,0.78,24.25
sedan,47.2,24.7,17.9,16.1,18,8,0.99,32.97
hatchback,34.4,19.0,19.7,71.4,19,12,0.52,5.54
hatchback,30.2,24.1,16.6,98.9,9,8,0.46,4.6
sedan,47.9,42.3,20.0,117.9,28,3,0.2,7.83
hatchback,30.9,13.4,20.2,79.0,1,19,0.86,4.14
suv,64.1,1.7,9.3,16.8,25,16,0.71,1.06
sedan,38.8,32.7,14.6,8.7,29,12,0.12,54.46
hatchback,43.0,4.1,17.7,43.6,5,15,0.93,2.1
motorcycle,11.0,9.3,55.2,34.6,25,7,0.45,15.93
hatchback,34.0,17.9,17.4,57.3,22,10,0.52,5.88
suv,59.5,29.3,15.4,62.5,7,11,0.29,7.96
truck,77.2,19.5,9.8,27.4,1,7,0.09,7.27
hatchback,39.3,20.7,15.1,79.6,17,9,0.84,5.24
truck,82.3,12.1,8.1,31.3,18,13,0.99,3.66
motorcycle,18.9,10.5,48.8,114.0,11,4,0.63,5.29
hatchback,40.1,29.4,22.1,51.4,12,13,0.89,15.92
sedan,43.2,2.1,18.9,95.2,15,15,0.6,0.43
truck,105.0,45.5,9.7,64.5,11,20,0.61,8.18
motorcycle,17.4,17.0,41.4,12.4,20,13,0.16,61.32
sedan,43.4,29.4,18.2,48.4,8,4,0.21,11.64
sedan,45.9,36.9,19.6,46.2,8,15,0.8,19.65
sedan,51.2,50.3,13.9,38.8,24,6,0.81,20.55
sedan,39.7,16.9,16.1,93.9,8,6,0.97,3.15
hatchback,34.3,1.6,20.9,94.2,29,6,0.6,0.4
hatchback,37.6,18.5,14.6,57.3,10,13,0.27,4.8
hatchback,35.3,11.6,23.8,112.3,16,6,0.45,2.53
motorcycle,19.4,4.4,57.7,87.6,21,15,0.69,3.2
motorcycle,12.3,3.8,30.1,106.3,5,8,0.09,1.04
motorcycle,10.9,6.5,59.8,21.7,23,15,0.94,21.51
suv,71.8,37.3,9.9,110.2,25,5,0.74,3.96
motorcycle,12.5,11.0,49.5,78.9,20,12,0.42,6.78
hatchback,43.2,36.3,18.9,44.1,22,10,0.75,18.09
hatchback,34.9,20.9,17.9,87.4,28,7,0.26,4.71
suv,67.2,64.9,8.8,57.9,1,15,0.6,10.95
suv,74.4,62.8,13.4,78.8,15,5,0.38,12.5
motorcycle,13.8,3.0,47.6,27.6,27,3,0.08,5.24
truck,88.1,38.9,7.4,61.5,0,14,0.01,4.52
suv,60.5,11.4,8.5,27.6,5,3,0.46,3.7
sedan,38.5,18.4,18.5,75.0,0,12,0.13,4.37
hatchback,42.0,18.3,20.1,51.5,19,3,0.06,6.82
sedan,42.5,36.5,18.9,117.9,29,12,0.68,6.41
hatchback,30.9,13.1,15.4,36.9,21,15,0.85,6.68
hatchback,38.9,16.2,16.6,70.7,13,17,0.78,4.35
suv,56.2,23.2,11.5,9.6,27,20,0.71,32.58
suv,56.2,7.4,12.3,27.9,21,3,0.53,3.82
sedan,41.3,40.4,19.6,11.6,11,9,0.56,72.96
hatchback,40.4,20.6,18.8,47.3,21,9,0.68,8.91
sedan,47.7,17.7,12.5,114.0,8,7,0.48,2.11
truck,111.5,104.5,6.5,98.2,1,16,0.05,6.88
sedan,46.9,31.7,15.7,106.3,3,5,0.98,5.64
motorcycle,18.4,8.2,48.5,18.5,5,15,0.73,24.27
sedan,38.5,31.1,14.7,99.4,3,9,0.37,5.52
motorcycle,10.4,3.2,56.7,99.1,17,5,0.47,1.95
motorcycle,16.4,5.7,55.2,85.7,28,15,0.25,4.26
motorcycle,16.5,2.4,58.3,95.4,3,5,0.64,1.59
truck,65.6,23.7,6.0,70.1,22,15,0.03,2.11
sedan,45.9,37.2,14.8,108.2,23,8,0.12,5.01
sedan,41.7,37.2,16.8,108.5,5,10,0.95,7.32
truck,64.6,62.3,8.2,92.5,27,10,0.52,6.26
hatchback,43.9,29.1,20.6,33.4,8,18,0.63,20.35
suv,74.8,49.5,10.4,26.8,23,18,0.59,22.4
sedan,36.2,14.2,14.6,47.6,8,9,0.72,4.63
suv,53.5,1.8,15.6,27.2,18,4,0.62,1.18
truck,90.2,28.6,7.8,116.4,16,4,0.65,2.22
hatchback,30.9,1.7,17.5,84.6,1,10,0.67,0.42
hatchback,31.5,18.6,14.6,25.2,22,14,0.66,12.55
hatchback,32.3,16.6,21.9,56.0,24,11,0.31,6.76
truck,82.7,45.2,5.5,74.4,18,4,0.03,3.31
motorcycle,16.9,9.8,58.2,109.4,23,13,0.14,5.83
motorcycle,19.5,7.7,53.5,83.6,27,6,0.12,4.97
suv,71.2,69.2,8.3,15.8,1,14,0.08,38.3
motorcycle,18.0,5.5,55.5,55.9,26,17,0.78,6.65
motorcycle,10.1,2.3,36.4,45.4,22,4,0.83,2.18
hatchback,35.5,18.4,20.2,107.8,25,20,0.09,3.28
hatchback,39.4,16.1,15.6,18.5,29,12,0.3,14.79
suv,57.3,28.8,11.9,57.2,27,11,0.22,5.87
sedan,53.1,42.2,15.3,25.8,13,10,0.33,25.89
suv,77.4,8.5,10.2,17.6,16,17,0.84,5.77
suv,68.5,16.3,15.0,97.1,10,8,0.96,2.79
truck,97.9,42.4,6.8,87.2,19,9,0.43,3.51
truck,79.2,75.0,7.3,45.0,28,14,0.13,12.28
suv,67.7,26.6,12.9,23.4,26,19,0.4,15.38
suv,66.9,59.8,16.0,116.5,20,17,0.4,8.77
suv,59.1,27.1,10.8,87.7,10,20,0.66,3.92
motorcycle,19.3,6.1,50.3,21.5,1,13,0.12,14.35
truck,93.8,72.2,5.9,105.1,18,10,0.29,4.19
suv,74.3,39.1,8.3,37.4,14,17,0.06,8.62
hatchback,38.8,23.6,17.0,14.1,13,5,0.34,30.66
hatchback,35.2,14.6,16.9,86.7,17,3,0.44,2.84
motorcycle,12.8,2.0,38.0,41.9,15,3,0.77,1.96
motorcycle,14.0,13.3,54.8,118.3,6,11,0.62,6.58
sedan,49.4,30.1,17.1,84.7,19,6,0.52,6.8
sedan,43.0,31.1,20.8,101.7,6,14,0.38,6.9
sedan,38.0,11.5,20.8,67.2,12,11,0.55,3.88
motorcycle,12.2,1.3,48.1,87.1,4,9,0.77,0.85
motorcycle,16.7,3.7,35.5,17.7,24,14,0.79,8.76
motorcycle,13.3,6.7,31.2,107.2,27,12,0.27,2.08
hatchback,36.7,22.6,19.5,96.9,8,8,0.77,5.09
motorcycle,15.0,6.0,58.0,11.2,13,3,0.82,37.38
hatchback,37.6,6.4,14.2,112.0,3,8,0.11,0.79
sedan,40.8,29.2,17.9,60.2,0,10,0.56,9.36
sedan,52.9,32.1,19.0,58.4,3,4,0.79,11.91
sedan,42.4,33.7,16.4,103.6,28,14,0.08,5.58
suv,66.8,41.4,15.4,80.4,14,5,0.96,10.06
suv,54.5,41.9,13.1,98.9,15,8,0.07,5.69
truck,79.4,44.5,6.6,56.1,11,18,0.38,5.35
truck,81.2,36.8,5.7,49.5,20,6,0.5,4.7
truck,96.5,3.9,11.0,49.3,21,5,0.2,0.95
suv,52.4,18.5,9.5,65.6,3,19,0.49,2.76
suv,50.8,49.5,14.6,13.4,15,7,0.97,68.99
truck,73.6,6.4,8.0,106.4,3,14,0.24,0.52
truck,76.6,67.0,9.8,44.8,28,14,0.47,16.75
motorcycle,16.5,9.4,48.2,67.8,27,5,0.53,7.63
truck,85.6,83.4,5.8,28.8,27,13,0.23,18.6
motorcycle,16.3,1.6,35.3,38.7,20,20,0.88,1.67
hatchback,38.5,2.1,17.1,97.7,4,14,0.47,0.41
suv,59.7,9.4,10.8,81.5,12,6,0.64,1.44
truck,112.0,36.6,8.8,74.8,1,4,0.96,5.04
suv,61.2,33.7,14.8,43.4,27,7,0.95,14.35
suv,74.5,60.7,9.7,56.4,8,8,0.97,12.31
suv,76.3,19.8,10.5,65.8,10,5,0.82,3.79
hatchback,40.3,22.5,17.5,101.2,6,16,0.05,4.09
sedan,43.0,2.1,20.4,25.4,5,10,0.36,1.81
truck,79.5,26.4,7.3,95.7,19,12,0.32,2.28
sedan,44.8,4.3,20.3,35.6,13,7,0.6,2.59
sedan,36.4,20.6,16.7,18.8,5,19,0.83,21.6
sedan,39.2,15.8,18.4,105.6,7,17,0.47,3.34
suv,76.3,31.8,11.3,65.6,14,14,0.5,6.13
motorcycle,12.9,12.0,32.6,57.8,27,13,0.7,7.1
suv,61.0,6.4,14.3,42.2,21,6,0.36,2.4
suv,63.9,35.9,14.4,29.3,16,10,0.08,16.83
sedan,36.2,32.6,17.3,20.5,7,4,0.05,28.37
suv,65.5,52.3,13.4,63.6,24,15,0.8,12.21
sedan,52.5,11.9,14.9,86.3,21,5,0.35,2.15
motorcycle,18.7,16.9,39.8,15.6,2,4,0.0,42.9
truck,117.5,104.8,12.0,52.9,23,14,0.31,24.4
sedan,48.5,7.4,15.0,11.5,23,12,0.21,9.97
motorcycle,13.5,7.7,52.5,17.9,5,18,0.03,21.78
truck,86.6,51.3,11.7,71.0,24,19,0.52,9.1
hatchback,33.0,17.0,15.5,90.6,14,10,0.35,2.73
sedan,48.6,6.6,19.4,24.0,19,6,0.42,5.76
